PREFIX,NEXT,SUB,ARAM,HEB,ALL
כַּ,שֵּׂ,שֵׂ,1,1,1
כַּ,שַּׂ,שַׂ,1,1,1
כַּ,שֶּׂ,שֶׂ,1,1,1
כַּ,שִּׂ,שִׂ,1,1,1
כַּ,שֻּׂ,שֻׂ,1,1,1
כַּ,שֱּׂ,שֱׂ,1,1,1
כַּ,שֲּׂ,שֲׂ,1,1,1
כַּ,שֳּׂ,שֳׂ,1,1,1
לֶ,הָ,הָ,1,1,1
לֶ,חָ,חָ,1,1,1
לֶ,חֳ,חֳ,1,1,1
לֶ,עָ,עָ,1,1,1
לָ,אֹ,אֹ,1,1,1
לָ,אָ,אָ,1,1,1
לָ,אֵ,אֵ,1,1,1
לָ,אַ,אַ,1,1,1
לָ,אֶ,אֶ,1,1,1
לָ,אִ,אִ,1,1,1
לָ,אֻ,אֻ,1,1,1
לָ,אֱ,אֱ,1,1,1
לָ,אֲ,אֲ,1,1,1
לָ,אֳ,אֳ,1,1,1
לָ,עֹ,עֹ,1,1,1
לָ,עָ,עָ,1,1,1
לָ,עֵ,עֵ,1,1,1
לָ,עַ,עַ,1,1,1
לָ,עֶ,עֶ,1,1,1
לָ,עִ,עִ,1,1,1
לָ,עֻ,עֻ,1,1,1
לָ,עֱ,עֱ,1,1,1
לָ,עֲ,עֲ,1,1,1
לָ,עֳ,עֳ,1,1,1
לָ,רֹ,רֹ,1,1,1
לָ,רָ,רָ,1,1,1
לָ,רֵ,רֵ,1,1,1
לָ,רַ,רַ,1,1,1
לָ,רֶ,רֶ,1,1,1
לָ,רִ,רִ,1,1,1
לָ,רֻ,רֻ,1,1,1
לָ,רֱ,רֱ,1,1,1
לָ,רֲ,רֲ,1,1,1
לָ,רֳ,רֳ,1,1,1
לָ,רְ,רְ,1,1,1
לַ,הֹ,הֹ,1,1,1
לַ,הָ,הָ,1,1,1
לַ,הֵ,הֵ,1,1,1
לַ,הַ,הַ,1,1,1
לַ,הֶ,הֶ,1,1,1
לַ,הִ,הִ,1,1,1
לַ,הֻ,הֻ,1,1,1
לַ,הֱ,הֱ,1,1,1
לַ,הֲ,הֲ,1,1,1
לַ,הֳ,הֳ,1,1,1
לַ,חֹ,חֹ,1,1,1
לַ,חָ,חָ,1,1,1
לַ,חֵ,חֵ,1,1,1
לַ,חַ,חַ,1,1,1
לַ,חֶ,חֶ,1,1,1
לַ,חִ,חִ,1,1,1
לַ,חֻ,חֻ,1,1,1
לַ,חֱ,חֱ,1,1,1
לַ,חֲ,חֲ,1,1,1
לַ,חֳ,חֳ,1,1,1
לַ,חְ,חְ,1,1,1
לַ,בְּ,בְ,1,1,1
לַ,בֹּ,בֹ,1,1,1
לַ,בָּ,בָ,1,1,1
לַ,בֵּ,בֵ,1,1,1
לַ,בַּ,בַ,1,1,1
לַ,בֶּ,בֶ,1,1,1
לַ,בִּ,בִ,1,1,1
לַ,בֻּ,בֻ,1,1,1
לַ,בֱּ,בֱ,1,1,1
לַ,בֲּ,בֲ,1,1,1
לַ,בֳּ,בֳ,1,1,1
לַ,גְּ,גְ,1,1,1
לַ,גֹּ,גֹ,1,1,1
לַ,גָּ,גָ,1,1,1
לַ,גֵּ,גֵ,1,1,1
לַ,גַּ,גַ,1,1,1
לַ,גֶּ,גֶ,1,1,1
לַ,גִּ,גִ,1,1,1
לַ,גֻּ,גֻ,1,1,1
לַ,גֱּ,גֱ,1,1,1
לַ,גֲּ,גֲ,1,1,1
לַ,גֳּ,גֳ,1,1,1
לַ,דְּ,דְ,1,1,1
לַ,דֹּ,דֹ,1,1,1
לַ,דָּ,דָ,1,1,1
לַ,דֵּ,דֵ,1,1,1
לַ,דַּ,דַ,1,1,1
לַ,דֶּ,דֶ,1,1,1
לַ,דִּ,דִ,1,1,1
לַ,דֻּ,דֻ,1,1,1
לַ,דֱּ,דֱ,1,1,1
לַ,דֲּ,דֲ,1,1,1
לַ,דֳּ,דֳ,1,1,1
לַ,כְּ,כְ,1,1,1
לַ,כֹּ,כֹ,1,1,1
לַ,כָּ,כָ,1,1,1
לַ,כֵּ,כֵ,1,1,1
לַ,כַּ,כַ,1,1,1
לַ,כֶּ,כֶ,1,1,1
לַ,כִּ,כִ,1,1,1
לַ,כֻּ,כֻ,1,1,1
לַ,כֱּ,כֱ,1,1,1
לַ,כֲּ,כֲ,1,1,1
לַ,כֳּ,כֳ,1,1,1
לַ,פְּ,פְ,1,1,1
לַ,פֹּ,פֹ,1,1,1
לַ,פָּ,פָ,1,1,1
לַ,פֵּ,פֵ,1,1,1
לַ,פַּ,פַ,1,1,1
לַ,פֶּ,פֶ,1,1,1
לַ,פִּ,פִ,1,1,1
לַ,פֻּ,פֻ,1,1,1
לַ,פֱּ,פֱ,1,1,1
לַ,פֲּ,פֲ,1,1,1
לַ,פֳּ,פֳ,1,1,1
לַ,תְּ,תְ,1,1,1
לַ,תֹּ,תֹ,1,1,1
לַ,תָּ,תָ,1,1,1
לַ,תֵּ,תֵ,1,1,1
לַ,תַּ,תַ,1,1,1
לַ,תֶּ,תֶ,1,1,1
לַ,תִּ,תִ,1,1,1
לַ,תֻּ,תֻ,1,1,1
לַ,תֱּ,תֱ,1,1,1
לַ,תֲּ,תֲ,1,1,1
לַ,תֳּ,תֳ,1,1,1
לַ,וְּ,וְ,1,1,1
לַ,וֹּ,וֹ,1,1,1
לַ,וָּ,וָ,1,1,1
לַ,וֵּ,וֵ,1,1,1
לַ,וַּ,וַ,1,1,1
לַ,וֶּ,וֶ,1,1,1
לַ,וִּ,וִ,1,1,1
לַ,וֻּ,וֻ,1,1,1
לַ,וֱּ,וֱ,1,1,1
לַ,וֲּ,וֲ,1,1,1
לַ,וֳּ,וֳ,1,1,1
לַ,זְּ,זְ,1,1,1
לַ,זֹּ,זֹ,1,1,1
לַ,זָּ,זָ,1,1,1
לַ,זֵּ,זֵ,1,1,1
לַ,זַּ,זַ,1,1,1
לַ,זֶּ,זֶ,1,1,1
לַ,זִּ,זִ,1,1,1
לַ,זֻּ,זֻ,1,1,1
לַ,זֱּ,זֱ,1,1,1
לַ,זֲּ,זֲ,1,1,1
לַ,זֳּ,זֳ,1,1,1
לַ,טְּ,טְ,1,1,1
לַ,טֹּ,טֹ,1,1,1
לַ,טָּ,טָ,1,1,1
לַ,טֵּ,טֵ,1,1,1
לַ,טַּ,טַ,1,1,1
לַ,טֶּ,טֶ,1,1,1
לַ,טִּ,טִ,1,1,1
לַ,טֻּ,טֻ,1,1,1
לַ,טֱּ,טֱ,1,1,1
לַ,טֲּ,טֲ,1,1,1
לַ,טֳּ,טֳ,1,1,1
לַ,יְּ,יְ,1,1,1
לַ,יֹּ,יֹ,1,1,1
לַ,יָּ,יָ,1,1,1
לַ,יֵּ,יֵ,1,1,1
לַ,יַּ,יַ,1,1,1
לַ,יֶּ,יֶ,1,1,1
לַ,יִּ,יִ,1,1,1
לַ,יֻּ,יֻ,1,1,1
לַ,יֱּ,יֱ,1,1,1
לַ,יֲּ,יֲ,1,1,1
לַ,יֳּ,יֳ,1,1,1
לַ,לְּ,לְ,1,1,1
לַ,לֹּ,לֹ,1,1,1
לַ,לָּ,לָ,1,1,1
לַ,לֵּ,לֵ,1,1,1
לַ,לַּ,לַ,1,1,1
לַ,לֶּ,לֶ,1,1,1
לַ,לִּ,לִ,1,1,1
לַ,לֻּ,לֻ,1,1,1
לַ,לֱּ,לֱ,1,1,1
לַ,לֲּ,לֲ,1,1,1
לַ,לֳּ,לֳ,1,1,1
לַ,מְּ,מְ,1,1,1
לַ,מֹּ,מֹ,1,1,1
לַ,מָּ,מָ,1,1,1
לַ,מֵּ,מֵ,1,1,1
לַ,מַּ,מַ,1,1,1
לַ,מֶּ,מֶ,1,1,1
לַ,מִּ,מִ,1,1,1
לַ,מֻּ,מֻ,1,1,1
לַ,מֱּ,מֱ,1,1,1
לַ,מֲּ,מֲ,1,1,1
לַ,מֳּ,מֳ,1,1,1
לַ,נְּ,נְ,1,1,1
לַ,נֹּ,נֹ,1,1,1
לַ,נָּ,נָ,1,1,1
לַ,נֵּ,נֵ,1,1,1
לַ,נַּ,נַ,1,1,1
לַ,נֶּ,נֶ,1,1,1
לַ,נִּ,נִ,1,1,1
לַ,נֻּ,נֻ,1,1,1
לַ,נֱּ,נֱ,1,1,1
לַ,נֲּ,נֲ,1,1,1
לַ,נֳּ,נֳ,1,1,1
לַ,סְּ,סְ,1,1,1
לַ,סֹּ,סֹ,1,1,1
לַ,סָּ,סָ,1,1,1
לַ,סֵּ,סֵ,1,1,1
לַ,סַּ,סַ,1,1,1
לַ,סֶּ,סֶ,1,1,1
לַ,סִּ,סִ,1,1,1
לַ,סֻּ,סֻ,1,1,1
לַ,סֱּ,סֱ,1,1,1
לַ,סֲּ,סֲ,1,1,1
לַ,סֳּ,סֳ,1,1,1
לַ,צְּ,צְ,1,1,1
לַ,צֹּ,צֹ,1,1,1
לַ,צָּ,צָ,1,1,1
לַ,צֵּ,צֵ,1,1,1
לַ,צַּ,צַ,1,1,1
לַ,צֶּ,צֶ,1,1,1
לַ,צִּ,צִ,1,1,1
לַ,צֻּ,צֻ,1,1,1
לַ,צֱּ,צֱ,1,1,1
לַ,צֲּ,צֲ,1,1,1
לַ,צֳּ,צֳ,1,1,1
לַ,קְּ,קְ,1,1,1
לַ,קֹּ,קֹ,1,1,1
לַ,קָּ,קָ,1,1,1
לַ,קֵּ,קֵ,1,1,1
לַ,קַּ,קַ,1,1,1
לַ,קֶּ,קֶ,1,1,1
לַ,קִּ,קִ,1,1,1
לַ,קֻּ,קֻ,1,1,1
לַ,קֱּ,קֱ,1,1,1
לַ,קֲּ,קֲ,1,1,1
לַ,קֳּ,קֳ,1,1,1
לַ,שְּׁ,שְׁ,1,1,1
לַ,שֹּׁ,שֹׁ,1,1,1
לַ,שָּׁ,שָׁ,1,1,1
לַ,שֵּׁ,שֵׁ,1,1,1
לַ,שַּׁ,שַׁ,1,1,1
לַ,שֶּׁ,שֶׁ,1,1,1
לַ,שִּׁ,שִׁ,1,1,1
לַ,שֻּׁ,שֻׁ,1,1,1
לַ,שֱּׁ,שֱׁ,1,1,1
לַ,שֲּׁ,שֲׁ,1,1,1
לַ,שֳּׁ,שֳׁ,1,1,1
לַ,שְּׂ,שְׂ,1,1,1
לַ,שֹּׂ,שֹׂ,1,1,1
לַ,שָּׂ,שָׂ,1,1,1
לַ,שֵּׂ,שֵׂ,1,1,1
לַ,שַּׂ,שַׂ,1,1,1
לַ,שֶּׂ,שֶׂ,1,1,1
לַ,שִּׂ,שִׂ,1,1,1
לַ,שֻּׂ,שֻׂ,1,1,1
לַ,שֱּׂ,שֱׂ,1,1,1
לַ,שֲּׂ,שֲׂ,1,1,1
לַ,שֳּׂ,שֳׂ,1,1,1
בֶּ,הָ,הָ,1,1,1
בֶּ,חָ,חָ,1,1,1
בֶּ,חֳ,חֳ,1,1,1
בֶּ,עָ,עָ,1,1,1
בָּ,אֹ,אֹ,1,1,1
בָּ,אָ,אָ,1,1,1
בָּ,אֵ,אֵ,1,1,1
בָּ,אַ,אַ,1,1,1
בָּ,אֶ,אֶ,1,1,1
בָּ,אִ,אִ,1,1,1
בָּ,אֻ,אֻ,1,1,1
בָּ,אֱ,אֱ,1,1,1
בָּ,אֲ,אֲ,1,1,1
בָּ,אֳ,אֳ,1,1,1
בָּ,עֹ,עֹ,1,1,1
בָּ,עָ,עָ,1,1,1
בָּ,עֵ,עֵ,1,1,1
בָּ,עַ,עַ,1,1,1
בָּ,עֶ,עֶ,1,1,1
בָּ,עִ,עִ,1,1,1
בָּ,עֻ,עֻ,1,1,1
בָּ,עֱ,עֱ,1,1,1
בָּ,עֲ,עֲ,1,1,1
בָּ,עֳ,עֳ,1,1,1
בָּ,רֹ,רֹ,1,1,1
בָּ,רָ,רָ,1,1,1
בָּ,רֵ,רֵ,1,1,1
בָּ,רַ,רַ,1,1,1
בָּ,רֶ,רֶ,1,1,1
בָּ,רִ,רִ,1,1,1
בָּ,רֻ,רֻ,1,1,1
בָּ,רֱ,רֱ,1,1,1
בָּ,רֲ,רֲ,1,1,1
בָּ,רֳ,רֳ,1,1,1
בָּ,רְ,רְ,1,1,1
בַּ,הֹ,הֹ,1,1,1
בַּ,הָ,הָ,1,1,1
בַּ,הֵ,הֵ,1,1,1
בַּ,הַ,הַ,1,1,1
בַּ,הֶ,הֶ,1,1,1
בַּ,הִ,הִ,1,1,1
בַּ,הֻ,הֻ,1,1,1
בַּ,הֱ,הֱ,1,1,1
בַּ,הֲ,הֲ,1,1,1
בַּ,הֳ,הֳ,1,1,1
בַּ,חֹ,חֹ,1,1,1
בַּ,חָ,חָ,1,1,1
בַּ,חֵ,חֵ,1,1,1
בַּ,חַ,חַ,1,1,1
בַּ,חֶ,חֶ,1,1,1
בַּ,חִ,חִ,1,1,1
בַּ,חֻ,חֻ,1,1,1
בַּ,חֱ,חֱ,1,1,1
בַּ,חֲ,חֲ,1,1,1
בַּ,חֳ,חֳ,1,1,1
בַּ,חְ,חְ,1,1,1
בַּ,בְּ,בְ,1,1,1
בַּ,בֹּ,בֹ,1,1,1
בַּ,בָּ,בָ,1,1,1
בַּ,בֵּ,בֵ,1,1,1
בַּ,בַּ,בַ,1,1,1
בַּ,בֶּ,בֶ,1,1,1
בַּ,בִּ,בִ,1,1,1
בַּ,בֻּ,בֻ,1,1,1
בַּ,בֱּ,בֱ,1,1,1
בַּ,בֲּ,בֲ,1,1,1
בַּ,בֳּ,בֳ,1,1,1
בַּ,גְּ,גְ,1,1,1
בַּ,גֹּ,גֹ,1,1,1
בַּ,גָּ,גָ,1,1,1
בַּ,גֵּ,גֵ,1,1,1
בַּ,גַּ,גַ,1,1,1
בַּ,גֶּ,גֶ,1,1,1
בַּ,גִּ,גִ,1,1,1
בַּ,גֻּ,גֻ,1,1,1
בַּ,גֱּ,גֱ,1,1,1
בַּ,גֲּ,גֲ,1,1,1
בַּ,גֳּ,גֳ,1,1,1
בַּ,דְּ,דְ,1,1,1
בַּ,דֹּ,דֹ,1,1,1
בַּ,דָּ,דָ,1,1,1
בַּ,דֵּ,דֵ,1,1,1
בַּ,דַּ,דַ,1,1,1
בַּ,דֶּ,דֶ,1,1,1
בַּ,דִּ,דִ,1,1,1
בַּ,דֻּ,דֻ,1,1,1
בַּ,דֱּ,דֱ,1,1,1
בַּ,דֲּ,דֲ,1,1,1
בַּ,דֳּ,דֳ,1,1,1
בַּ,כְּ,כְ,1,1,1
בַּ,כֹּ,כֹ,1,1,1
בַּ,כָּ,כָ,1,1,1
בַּ,כֵּ,כֵ,1,1,1
בַּ,כַּ,כַ,1,1,1
בַּ,כֶּ,כֶ,1,1,1
בַּ,כִּ,כִ,1,1,1
בַּ,כֻּ,כֻ,1,1,1
בַּ,כֱּ,כֱ,1,1,1
בַּ,כֲּ,כֲ,1,1,1
בַּ,כֳּ,כֳ,1,1,1
בַּ,פְּ,פְ,1,1,1
בַּ,פֹּ,פֹ,1,1,1
בַּ,פָּ,פָ,1,1,1
בַּ,פֵּ,פֵ,1,1,1
בַּ,פַּ,פַ,1,1,1
בַּ,פֶּ,פֶ,1,1,1
בַּ,פִּ,פִ,1,1,1
בַּ,פֻּ,פֻ,1,1,1
בַּ,פֱּ,פֱ,1,1,1
בַּ,פֲּ,פֲ,1,1,1
בַּ,פֳּ,פֳ,1,1,1
בַּ,תְּ,תְ,1,1,1
בַּ,תֹּ,תֹ,1,1,1
בַּ,תָּ,תָ,1,1,1
בַּ,תֵּ,תֵ,1,1,1
בַּ,תַּ,תַ,1,1,1
בַּ,תֶּ,תֶ,1,1,1
בַּ,תִּ,תִ,1,1,1
בַּ,תֻּ,תֻ,1,1,1
בַּ,תֱּ,תֱ,1,1,1
בַּ,תֲּ,תֲ,1,1,1
בַּ,תֳּ,תֳ,1,1,1
בַּ,וְּ,וְ,1,1,1
בַּ,וֹּ,וֹ,1,1,1
בַּ,וָּ,וָ,1,1,1
בַּ,וֵּ,וֵ,1,1,1
בַּ,וַּ,וַ,1,1,1
בַּ,וֶּ,וֶ,1,1,1
בַּ,וִּ,וִ,1,1,1
בַּ,וֻּ,וֻ,1,1,1
בַּ,וֱּ,וֱ,1,1,1
בַּ,וֲּ,וֲ,1,1,1
בַּ,וֳּ,וֳ,1,1,1
בַּ,זְּ,זְ,1,1,1
בַּ,זֹּ,זֹ,1,1,1
בַּ,זָּ,זָ,1,1,1
בַּ,זֵּ,זֵ,1,1,1
בַּ,זַּ,זַ,1,1,1
בַּ,זֶּ,זֶ,1,1,1
בַּ,זִּ,זִ,1,1,1
בַּ,זֻּ,זֻ,1,1,1
בַּ,זֱּ,זֱ,1,1,1
בַּ,זֲּ,זֲ,1,1,1
בַּ,זֳּ,זֳ,1,1,1
בַּ,טְּ,טְ,1,1,1
בַּ,טֹּ,טֹ,1,1,1
בַּ,טָּ,טָ,1,1,1
בַּ,טֵּ,טֵ,1,1,1
בַּ,טַּ,טַ,1,1,1
בַּ,טֶּ,טֶ,1,1,1
בַּ,טִּ,טִ,1,1,1
בַּ,טֻּ,טֻ,1,1,1
בַּ,טֱּ,טֱ,1,1,1
בַּ,טֲּ,טֲ,1,1,1
בַּ,טֳּ,טֳ,1,1,1
בַּ,יְּ,יְ,1,1,1
בַּ,יֹּ,יֹ,1,1,1
בַּ,יָּ,יָ,1,1,1
בַּ,יֵּ,יֵ,1,1,1
בַּ,יַּ,יַ,1,1,1
בַּ,יֶּ,יֶ,1,1,1
בַּ,יִּ,יִ,1,1,1
בַּ,יֻּ,יֻ,1,1,1
בַּ,יֱּ,יֱ,1,1,1
בַּ,יֲּ,יֲ,1,1,1
בַּ,יֳּ,יֳ,1,1,1
בַּ,לְּ,לְ,1,1,1
בַּ,לֹּ,לֹ,1,1,1
בַּ,לָּ,לָ,1,1,1
בַּ,לֵּ,לֵ,1,1,1
בַּ,לַּ,לַ,1,1,1
בַּ,לֶּ,לֶ,1,1,1
בַּ,לִּ,לִ,1,1,1
בַּ,לֻּ,לֻ,1,1,1
בַּ,לֱּ,לֱ,1,1,1
בַּ,לֲּ,לֲ,1,1,1
בַּ,לֳּ,לֳ,1,1,1
בַּ,מְּ,מְ,1,1,1
בַּ,מֹּ,מֹ,1,1,1
בַּ,מָּ,מָ,1,1,1
בַּ,מֵּ,מֵ,1,1,1
בַּ,מַּ,מַ,1,1,1
בַּ,מֶּ,מֶ,1,1,1
בַּ,מִּ,מִ,1,1,1
בַּ,מֻּ,מֻ,1,1,1
בַּ,מֱּ,מֱ,1,1,1
בַּ,מֲּ,מֲ,1,1,1
בַּ,מֳּ,מֳ,1,1,1
בַּ,נְּ,נְ,1,1,1
בַּ,נֹּ,נֹ,1,1,1
בַּ,נָּ,נָ,1,1,1
בַּ,נֵּ,נֵ,1,1,1
בַּ,נַּ,נַ,1,1,1
בַּ,נֶּ,נֶ,1,1,1
בַּ,נִּ,נִ,1,1,1
בַּ,נֻּ,נֻ,1,1,1
בַּ,נֱּ,נֱ,1,1,1
בַּ,נֲּ,נֲ,1,1,1
בַּ,נֳּ,נֳ,1,1,1
בַּ,סְּ,סְ,1,1,1
בַּ,סֹּ,סֹ,1,1,1
בַּ,סָּ,סָ,1,1,1
בַּ,סֵּ,סֵ,1,1,1
בַּ,סַּ,סַ,1,1,1
בַּ,סֶּ,סֶ,1,1,1
בַּ,סִּ,סִ,1,1,1
בַּ,סֻּ,סֻ,1,1,1
בַּ,סֱּ,סֱ,1,1,1
בַּ,סֲּ,סֲ,1,1,1
בַּ,סֳּ,סֳ,1,1,1
בַּ,צְּ,צְ,1,1,1
בַּ,צֹּ,צֹ,1,1,1
בַּ,צָּ,צָ,1,1,1
בַּ,צֵּ,צֵ,1,1,1
בַּ,צַּ,צַ,1,1,1
בַּ,צֶּ,צֶ,1,1,1
בַּ,צִּ,צִ,1,1,1
בַּ,צֻּ,צֻ,1,1,1
בַּ,צֱּ,צֱ,1,1,1
בַּ,צֲּ,צֲ,1,1,1
בַּ,צֳּ,צֳ,1,1,1
בַּ,קְּ,קְ,1,1,1
בַּ,קֹּ,קֹ,1,1,1
בַּ,קָּ,קָ,1,1,1
בַּ,קֵּ,קֵ,1,1,1
בַּ,קַּ,קַ,1,1,1
בַּ,קֶּ,קֶ,1,1,1
בַּ,קִּ,קִ,1,1,1
בַּ,קֻּ,קֻ,1,1,1
בַּ,קֱּ,קֱ,1,1,1
בַּ,קֲּ,קֲ,1,1,1
בַּ,קֳּ,קֳ,1,1,1
בַּ,שְּׁ,שְׁ,1,1,1
בַּ,שֹּׁ,שֹׁ,1,1,1
בַּ,שָּׁ,שָׁ,1,1,1
בַּ,שֵּׁ,שֵׁ,1,1,1
בַּ,שַּׁ,שַׁ,1,1,1
בַּ,שֶּׁ,שֶׁ,1,1,1
בַּ,שִּׁ,שִׁ,1,1,1
בַּ,שֻּׁ,שֻׁ,1,1,1
בַּ,שֱּׁ,שֱׁ,1,1,1
בַּ,שֲּׁ,שֲׁ,1,1,1
בַּ,שֳּׁ,שֳׁ,1,1,1
בַּ,שְּׂ,שְׂ,1,1,1
בַּ,שֹּׂ,שֹׂ,1,1,1
בַּ,שָּׂ,שָׂ,1,1,1
בַּ,שֵּׂ,שֵׂ,1,1,1
בַּ,שַּׂ,שַׂ,1,1,1
בַּ,שֶּׂ,שֶׂ,1,1,1
בַּ,שִּׂ,שִׂ,1,1,1
בַּ,שֻּׂ,שֻׂ,1,1,1
בַּ,שֱּׂ,שֱׂ,1,1,1
בַּ,שֲּׂ,שֲׂ,1,1,1
בַּ,שֳּׂ,שֳׂ,1,1,1
וּ,בֹ,בֹּ,1,1,1
וּ,בָ,בָּ,1,1,1
וּ,בֵ,בֵּ,1,1,1
וּ,בַ,בַּ,1,1,1
וּ,בֶ,בֶּ,1,1,1
וּ,בִ,בִּ,1,1,1
וּ,בֻ,בֻּ,1,1,1
וּ,בֱ,בֱּ,1,1,1
וּ,בֲ,בֲּ,1,1,1
וּ,בֳ,בֳּ,1,1,1
וּ,בְ,בְּ,1,1,1
וּ,וֹ,וֹּ,1,1,1
וּ,וָ,וָּ,1,1,1
וּ,וֵ,וֵּ,1,1,1
וּ,וַ,וַּ,1,1,1
וּ,וֶ,וֶּ,1,1,1
וּ,וִ,וִּ,1,1,1
וּ,וֻ,וֻּ,1,1,1
וּ,וֱ,וֱּ,1,1,1
וּ,וֲ,וֲּ,1,1,1
וּ,וֳ,וֳּ,1,1,1
וּ,וְ,וְּ,1,1,1
וּ,מֹ,מֹּ,1,1,1
וּ,מָ,מָּ,1,1,1
וּ,מֵ,מֵּ,1,1,1
וּ,מַ,מַּ,1,1,1
וּ,מֶ,מֶּ,1,1,1
וּ,מִ,מִּ,1,1,1
וּ,מֻ,מֻּ,1,1,1
וּ,מֱ,מֱּ,1,1,1
וּ,מֲ,מֲּ,1,1,1
וּ,מֳ,מֳּ,1,1,1
וּ,מְ,מְּ,1,1,1
וּ,פֹ,פֹּ,1,1,1
וּ,פָ,פָּ,1,1,1
וּ,פֵ,פֵּ,1,1,1
וּ,פַ,פַּ,1,1,1
וּ,פֶ,פֶּ,1,1,1
וּ,פִ,פִּ,1,1,1
וּ,פֻ,פֻּ,1,1,1
וּ,פֱ,פֱּ,1,1,1
וּ,פֲ,פֲּ,1,1,1
וּ,פֳ,פֳּ,1,1,1
וּ,פְ,פְּ,1,1,1
וּ,גְ,גְּ,1,1,1
וּ,דְ,דְּ,1,1,1
וּ,זְ,זְ,1,1,1
וּ,חְ,חְ,1,1,1
וּ,טְ,טְ,1,1,1
וּ,כְ,כְּ,1,1,1
וּ,לְ,לְ,1,1,1
וּ,נְ,נְ,1,1,1
וּ,סְ,סְ,1,1,1
וּ,צְ,צְ,1,1,1
וּ,קְ,קְ,1,1,1
וּ,רְ,רְ,1,1,1
וּ,שְׁ,שְׁ,1,1,1
וּ,שְׂ,שְׂ,1,1,1
וּ,תְ,תְּ,1,1,1
וַ,אֲ,אֲ,1,1,1
וַ,גֲ,גֲּ,1,1,1
וַ,דֲ,דֲּ,1,1,1
וַ,הֲ,הֲ,1,1,1
וַ,זֲ,זֲ,1,1,1
וַ,חֲ,חֲ,1,1,1
וַ,טֲ,טֲ,1,1,1
וַ,יֲ,יֲ,1,1,1
וַ,כֲ,כֲּ,1,1,1
וַ,לֲ,לֲ,1,1,1
וַ,נֲ,נֲ,1,1,1
וַ,סֲ,סֲ,1,1,1
וַ,עֲ,עֲ,1,1,1
וַ,צֲ,צֲ,1,1,1
וַ,קֲ,קֲ,1,1,1
וַ,רֲ,רֲ,1,1,1
וַ,שֲׁ,שֲׁ,1,1,1
וַ,שֲׂ,שֲׂ,1,1,1
וַ,תֲ,תֲּ,1,1,1
וֶ,אֱ,אֱ,1,1,1
וֶ,גֱ,גֱּ,1,1,1
וֶ,דֱ,דֱּ,1,1,1
וֶ,הֱ,הֱ,1,1,1
וֶ,זֱ,זֱ,1,1,1
וֶ,חֱ,חֱ,1,1,1
וֶ,טֱ,טֱ,1,1,1
וֶ,יֱ,יֱ,1,1,1
וֶ,כֱ,כֱּ,1,1,1
וֶ,לֱ,לֱ,1,1,1
וֶ,נֱ,נֱ,1,1,1
וֶ,סֱ,סֱ,1,1,1
וֶ,עֱ,עֱ,1,1,1
וֶ,צֱ,צֱ,1,1,1
וֶ,קֱ,קֱ,1,1,1
וֶ,רֱ,רֱ,1,1,1
וֶ,שֱׁ,שֱׁ,1,1,1
וֶ,שֱׂ,שֱׂ,1,1,1
וֶ,תֱ,תֱּ,1,1,1
וְ,אָ,אָ,1,1,1
וְ,אֵ,אֵ,1,1,1
וְ,אַ,אַ,1,1,1
וְ,אֶ,אֶ,1,1,1
וְ,אִ,אִ,1,1,1
וְ,אֻ,אֻ,1,1,1
וְ,אֳ,אֳ,1,1,1
וְ,אֹ,אֹ,1,1,1
וְ,גָ,גָּ,1,1,1
וְ,גֵ,גֵּ,1,1,1
וְ,גַ,גַּ,1,1,1
וְ,גֶ,גֶּ,1,1,1
וְ,גִ,גִּ,1,1,1
וְ,גֻ,גֻּ,1,1,1
וְ,גֳ,גֳּ,1,1,1
וְ,גֹ,גֹּ,1,1,1
וְ,דָ,דָּ,1,1,1
וְ,דֵ,דֵּ,1,1,1
וְ,דַ,דַּ,1,1,1
וְ,דֶ,דֶּ,1,1,1
וְ,דִ,דִּ,1,1,1
וְ,דֻ,דֻּ,1,1,1
וְ,דֳ,דֳּ,1,1,1
וְ,דֹ,דֹּ,1,1,1
וְ,הָ,הָ,1,1,1
וְ,הֵ,הֵ,1,1,1
וְ,הַ,הַ,1,1,1
וְ,הֶ,הֶ,1,1,1
וְ,הִ,הִ,1,1,1
וְ,הֻ,הֻ,1,1,1
וְ,הֳ,הֳ,1,1,1
וְ,הֹ,הֹ,1,1,1
וְ,זָ,זָ,1,1,1
וְ,זֵ,זֵ,1,1,1
וְ,זַ,זַ,1,1,1
וְ,זֶ,זֶ,1,1,1
וְ,זִ,זִ,1,1,1
וְ,זֻ,זֻ,1,1,1
וְ,זֳ,זֳ,1,1,1
וְ,זֹ,זֹ,1,1,1
וְ,חָ,חָ,1,1,1
וְ,חֵ,חֵ,1,1,1
וְ,חַ,חַ,1,1,1
וְ,חֶ,חֶ,1,1,1
וְ,חִ,חִ,1,1,1
וְ,חֻ,חֻ,1,1,1
וְ,חֳ,חֳ,1,1,1
וְ,חֹ,חֹ,1,1,1
וְ,טָ,טָ,1,1,1
וְ,טֵ,טֵ,1,1,1
וְ,טַ,טַ,1,1,1
וְ,טֶ,טֶ,1,1,1
וְ,טִ,טִ,1,1,1
וְ,טֻ,טֻ,1,1,1
וְ,טֳ,טֳ,1,1,1
וְ,טֹ,טֹ,1,1,1
וְ,יָ,יָ,1,1,1
וְ,יֵ,יֵ,1,1,1
וְ,יַ,יַ,1,1,1
